name_y;neighbourhood_ID;room_type_ID;price;minimum_nights;availability_365
Modern midtown studio;107;3;145;4;0
Huge Private Furnished Bedroom  Inwood;108;1;50;5;0
Authentic NYC Experience;107;1;99;1;176
Clean and Cozy Room  20 Mins to Midtown Manhattan;106;1;80;2;55
Cozy 1BD in East Village Manhattan;101;2;118;2;0
Sunny  Cozy woutdoor space in BushwickRidgewood;169;1;55;1;0
Clinton Hills hidden gem;62;2;200;7;269
NEW PENTHOUSE W HUGE PRIVATE ROOFTOP EAST VILLAGE;101;1;150;1;0
Joys Luxury Apartment with Free Parking Space;60;2;125;1;360
UES one bedroom;124;2;145;1;0
Extravagant Couples Escape;107;1;99;1;179
Private Williamsburg Room 1 Block from Bedford L;94;1;80;2;0
Beautiful Apartment in the Heart of Chelsea;97;2;195;6;1
Cozy Room in BedStuy Brooklyn;51;1;42;14;0
Comfortable  Private Room;126;1;53;30;354
TopFloor Studio In Quaint Quiet Brownstone;63;2;125;4;0
Luxurious Couples Retreat;107;1;99;1;174
Large 1 bd Apt in Heart of Chelsea Manhattan;97;2;210;28;95
Harlem Jewel  Extra Travel Bonus;106;2;177;3;199
Clean Chic Modern Studio in UWS;114;2;145;1;0
Cozy Bedroom In Marble Hill  Students Welcome ;112;1;44;5;349
In the Heart of the East Village;101;1;85;3;9
Cozy Brooklyn Apartment;62;2;150;4;0
New tidy  room attached by PRIVATE FULL BATH;146;1;70;3;358
Charming small and cozy;71;1;150;2;0
BEAUTIFUL BROWNSTONE STUDIO IN SOUTH HARLEM;106;2;125;2;247
Beautiful 1 bedroom Apartment in Midtown East;113;1;200;3;0
Cozy Room Minutes To Manhattan 2;214;1;55;1;362
Biggest and Brightest in Brooklyn;79;1;69;10;156
Lively SoHoQuiet St2 blocks SubwayFast WiFi;119;2;215;1;214
Sunny Spacious King Size Bed;59;2;235;3;0
Sunset Park Gem SLR;55;1;42;2;0
Gorgeous 2BR Private Entire Floor Buschwick;51;1;180;2;131
Spacious Private Room In New York Manhattan;114;1;125;1;0
Bright Beautiful Brooklyn Brownstone;62;2;160;4;0
Luxurious Quiet Apartment in the Heart of Harlem;106;1;100;2;120
A huge bedroom in Harlem;106;1;39;30;202
Avenue K;60;1;71;2;364
Prestige Townhouse 5B 35bath East Central Park;124;2;1475;1;362
Private room near Central Park;124;1;100;5;66
I LOVE NEW YORK in Theater District;107;2;180;4;211
Gorgeous private bedroom in Park Slope;91;1;79;14;101
Large Sunny Cozy Room in the Heart of BedStuy;51;1;60;4;338
ONE STOP TO TIME SQUARE BEAUTIFUL QUIET STUDIO;115;2;160;1;90
Charming Room 4 blocks from Empire State Building;109;1;110;3;51
Spacious airy  sunny room in UWS Manhattan;125;1;193;6;0
Spacious room 3 blocks from M train;169;1;50;2;0
Spacious Brooklyn 3BR perfect for families;61;2;250;2;0
Prvt entrance room 1 stop to Mdtwn Manhattan;161;1;72;3;341
Beautiful modern Brooklyn room 20mins to city;94;1;50;4;0
Brooklyn State of Mind  The Artist Loft;94;1;35;2;0
Quiet bedroom in sunny Park Slope Brooklyn apt;85;1;90;2;0
Gigantic 2 Bed2 Bath Step to Columbus CirclePark;107;2;325;5;69
Private sunny studio apartment in Queens;169;2;79;9;3
Private room in the middle of NYC LESChinatown;98;1;180;1;0
Gorgeous Studio in Greenpoint with City Views;79;2;129;30;5
Williamsburg Apartment;94;2;125;1;0
Entire private top floor 3 bedroom apartment;59;2;160;3;23
Tidy room  separate entrance plus paid parking;146;1;100;2;335
Huge Sunny 2 Bedroom Apt near Prospect Park;80;2;110;40;118
Spacious Apt in the LES;111;2;278;5;30
Room in Upper East Side;100;1;100;1;0
Greenwich Village 2 bedrooms apartement;127;2;350;3;0
Spacious Studio in Hamilton Heights;106;2;200;1;365
Private bedroom and bathroom near Prospect Park;73;1;39;2;0
Your cozy home away from home;72;1;99;2;180
Spacious Sunlit 1 BR Apartment in Heart of Harlem;106;2;110;30;249
Romantic Artists Townhouse 1 suite 2 Bd 1 Bath;125;1;250;3;246
Comfy and Quiet Private Room in Brooklyn;59;1;199;4;179
Sunny OneBedroom Apartment in Brooklyn;66;2;150;3;0
Home Away from Home in Central Harlem;106;1;55;1;0
Songwriter Santuary  room with private entrance;51;1;60;1;0
NYC Hells Kitchen 51St ;107;1;65;5;54
Spacious Comfy Queen Sized Bed;148;1;45;1;0
Spacious colorful East Village 2BR;101;2;150;30;0
Quiet and cozy;129;1;50;1;0
Williamsburg Plant Filled Sunny Apartment D;94;1;250;1;0
Spacious 2Bedroom Apartment Near Central Park;114;2;120;14;79
Spacious Brownstone Apartment;51;1;54;2;0
Great 1 BR in the heart of the upper west side;125;2;150;30;188
Cozy private room in Williamsburg Brooklyn;94;1;100;1;78
Luxury 2 Bedroom Apartment;102;2;130;3;244
Private room in the perfect location;117;1;95;4;38
Cozy Large Private Master bedroom;51;1;36;30;0
Clean Modern Duplex Upper East Side with Patio;124;1;115;2;3
Spacious 2 bedrooms Loft in Brooklyn;79;2;199;30;310
Gorgeous  Renovated 1BR  close to Central Park;100;2;195;2;213
LUXURY Times Sq 2bed with KingQueen  Full;107;2;350;1;253
Cozy room in the heart of Bushwick;59;1;72;3;0
LOVELY APARTMENT IN BEST LOCATION ;124;2;145;10;0
Lovely room with a view;128;1;48;1;3
Private and Comfy Room  Super Close to NYC;51;1;35;20;0
Welcome to brooklyn;87;1;42;2;0
Artist Open Concept Loft;69;2;225;1;87
Huge 1bedroom with lofts near Central Park;125;2;149;7;10
Sunny Lower East Side bedroom;111;1;75;2;0
COZY QUIET BEDROOM IN INWOOD UPSTATE MANHATTAN;108;1;46;1;0
Free transfer from  JFK airport;152;1;100;2;0
Hells Kitchen Central Park Times Square;107;1;130;4;254
Sunny  Spacious 1 Bedroom in Central Harlem;100;2;150;2;0
Spacious Greenpoint Apt near McGolrick Park;79;2;145;2;98
Comfy Awesome Large Apt in Brownstone;62;1;95;2;43
Beautiful and Sunny Private Room in Brooklyn;59;1;49;2;0
Luxury 2 BR Apartment Columbus Circle;125;2;220;30;124
Airy and Bright Sanctuary in Brooklyn;75;2;200;30;188
Little Haven in Brooklyn Redeux;51;2;150;1;185
Cozy private bdrm;51;1;30;1;0
Maison Macon;51;1;187;2;35
Huge private room in historic brownstone;51;1;85;28;189
Private Room in Clinton Hill;51;1;54;2;0
Beautiful Two bedroom apartment Brooklyn PLG;87;2;175;2;168
Spacious private room close St Barnabas Hospital;40;1;38;2;327
Bright Beautiful Double Room;42;1;53;3;80
Luminous Zen Garden Retreat;101;1;145;4;136
Brooklyn Modern Sunny 2BR Boutique Style;77;2;173;2;18
A Special Place for You BedStuy Brooklyn;51;2;150;3;170
Sunny Chelsea Studio has queen bed and sleep loft;97;2;89;110;332
Sunny 2 bd Great for groups Very kid friendly;95;2;200;2;244
Sunny Studio in Park Slope Brooklyn;85;2;120;2;185
Bright  Airy Private Room near LJMZ trains;59;1;54;2;0
BrightFriendlyHomey apartment;66;1;50;1;0
COZY  STYLISH ROOM FOR YOU IN NYC A;66;1;45;14;322
EXTRA LARGE PRIVATE BEDROOM TRIPLE SIZE CLOSETB;66;1;59;15;311
Nice 2 bedroom in Upper West  Central Park;125;2;149;3;0
2 bedroom LES;111;2;142;4;187
Huge Room Top Floor Of Brownestone;107;1;120;2;90
Private bedroom in Luxury home Bushwick;51;1;70;2;0
Sunsoaked charming Brooklyn home;51;2;200;1;5
Huge One of A Kind Artsy Loft in Greenpoint;79;2;299;2;0
Sunlit bedroom in Crown Heights;87;2;80;14;0
Gem off of Prospect Park;95;1;60;2;0
Midtown Sanctuary;113;3;99;1;365
Spacious 1 Br  Perfect for Share  Columbia Uni;125;1;60;14;0
Private Room 15 Min to Manhattan Lower East Side;51;1;46;2;309
Brooklyn Paradise;71;1;60;2;190
Two Bed Brownstone in the Heart of Brooklyn;61;2;175;4;0
Charming Sunny Oasis  1 Block From Express Train;106;1;75;14;310
Single room;146;1;180;1;0
WaHi Overlook;126;1;70;1;138
Best East Village location St Marks 2 bedroom apt;101;2;190;1;306
Airy and Bright Room with Balcony;31;1;60;2;30
A Modern and bright room;31;1;45;2;34
Bright kitchen studioevents classes photos;92;2;450;1;179
2 bedroom apartment  private backyard;129;2;99;4;0
Location Location;106;1;37;30;291
The Albany Residence;66;2;100;7;78
Entire MASSIVE apt for 4 ppl 1 Block from Subway;147;2;197;3;0
Sunlit cozy room in the heart of Williamsburg;94;1;90;2;0
All New Vanderbilt Suite;86;2;188;2;28
Greenwich Village Apartment;105;2;110;10;0
Sunny Brooklyn Limestone;73;2;175;7;0
Large Room and Apartment in Upper Manhattan;126;1;100;2;213
Wonderful living in 3B3B Harlem Brownstone Duplex;106;2;295;1;256
NEW Luxury studio WITH SPA shower in Flushing;146;2;99;2;120
Comfy Private Room Near Central Park in UWS;125;1;70;1;0
Great room for students and tourists;126;1;55;21;38
Cozy Room Easy Access To Manhattan  Room 3;214;1;65;1;356
Stylish Apartment with beautiful skyline views;106;2;99;5;1
Convenient Downtown Apartment in LESChinatown;98;1;60;1;0
One bedroom in Kips Bay  Murray Hill area;113;2;259;7;0
West 74th Street Svcd Studio Apartment;125;2;159;30;342
Luxury Townhouse;100;2;300;3;104
Beautiful 2 bedroom apartment in Park Slope;91;2;210;3;3
Washington Street Lux Svcd Studio in West Village;119;2;195;30;365
Cozy Studio in Gramercy;104;2;96;1;0
Cozy Brooklyn Affordable InLaw;71;2;80;3;78
Cozy one bed with balcony and pool;124;2;160;31;330
Modern  Industrial LIC Accommodations;161;1;199;1;53
A Quiet stay in Harlem;106;1;35;30;78
Private bedroom in an amazingly located apartment;107;1;80;3;172
Summer Sublet;100;1;35;1;0
Great Apartment in the Heart of East Williamsburg;94;1;55;5;20
Casa Estrella;59;2;207;2;231
Private Cozy Room In Astoria;140;1;59;1;198
Large Sunny Private Room in New Renovated House;51;1;75;1;220
private  room LONG Term Welcome Safe neighborhood;175;1;49;7;90
Brooklyn Beauty;72;2;115;2;121
Uptown Private Bedroom w Pvt Entrance  Full Bath;126;1;40;2;276
CleanNComfy Bronx Pad;1;1;33;1;179
Room private house Parking and beach 15 min;78;1;199;3;363
Artsy bright and cozy 1 BR 20 min to city;59;2;93;30;45
Delightfully appointed studio in the West Village;127;2;159;4;0
Bright open 1BD in the heart of Nolita;110;2;150;3;0
MANHATTAN STYLISH WALL ST STUDIO APT DISCOUNTED;102;2;86;70;203
Artist Loft Space;59;1;75;1;0
Clean and cozy private room for your stay in NYC;106;1;57;2;0
Super Spacious 2 bedroom apt in Midtown West;107;2;200;30;330
Spacious house close to yankee stadium;27;1;50;1;0
Pretty UES Private Room in Railroad Style Apt;124;1;120;2;0
The Space;108;2;100;2;0
Delightful Brooklyn Studio;66;2;90;31;269
Welcoming PlantFilled Master BR in Clinton Hill;62;1;50;2;0
Entire PreWar Apartment 1 Minute From Train;73;2;100;3;108
Clean homey and bright room in Wash Heights;126;1;35;30;0
Modern 1 Bedroom In the Middle of Everything;94;2;94;2;1
Charming 2 bedroom apartment in Brooklyn;59;2;190;3;303
Spacious SunDrenched bedroom in the East Village;101;1;86;3;0
Fully furnished Studio Apt near Columbus Circle;113;2;199;30;189
Clean and Cozy Private Room in Inwood Manhattan;108;1;55;2;0
Sun Drenched GramercyEast Village;104;2;226;2;0
Dumbo Penthouse Loft with Outdoor Spaces  Views;93;2;186;30;1
Cozy East Village Studio;101;2;170;7;0
Private Room in Homey Roosevelt Island Apartment;118;1;100;2;211
Bright modern room with a view of NYC skyline;59;1;90;5;37
Bright private room in Bushwick w AC;59;1;50;1;2
Great Location TimeSquare studio APT;107;2;119;1;0
Bright comfortable 1B studio near everything;140;2;110;6;0
Comfortable One bedroom Harlem Aprt;106;2;80;2;0
Private room walking distance from Prospect park;73;1;64;7;0
Neat Cozy  room attached by PRIVATE FULL BATHROOM;146;1;47;2;346
Spring in Bed Stuy;51;2;100;2;277
Comfy  Cozy In Brooklyn;66;1;49;2;84
Brooklyn Home away from Home;66;1;100;1;88
Cozy bedroom off J Train;51;1;47;1;0
Beautiful Artist Loft in South Williamsburg;94;2;150;3;0
Cozy Corner;114;1;43;2;0
The Grand Macon;51;2;165;4;74
SUNNY PLACE in Sunnyside;175;1;70;3;0
Remodeled 20min train to enter city 5min to subway;55;1;49;2;45
BEST ROOF in East Village  Gorgeous Modern Apt;101;2;199;3;0
Bright XL room in Hamilton HeightsSugar Hill;106;1;90;2;204
Beautiful Private Room Near Manhattan  JFK;52;1;60;3;173
The Justice Tower 1;62;1;125;2;350
The Justice Tower 2;62;1;100;2;347
Cozy one bedroom apartment in the Lower East Side;111;2;80;14;0
Studio in Chelsea;97;2;200;1;8
Private and quiet room near Columbia University;114;1;50;5;0
Enormous studio in East Harlem;100;2;185;1;0
Sunny Spacious Private Room Close to Train;126;1;37;7;0
Large  Cozy OneBedroom Apartment in Queens;153;2;135;6;195
Conveniently located private room in Brooklyn;59;1;50;1;0
Sunny 1 bedroom in spacious 2 bedroom apt;66;1;60;30;1
Spacious private room in a 3br in Bushwick;59;1;40;7;0
Simple bright room for 12 people;59;1;40;3;12
Sunny Duplex 2 bdr apt in the heart of Harlem;106;2;85;3;40
Sunny Parlor Apt in Flatbush Townhouse furnished;73;2;85;6;339
Glamorous one bedroom apartment in Brooklyn;86;2;165;2;146
Heart of Greenpoint;79;2;200;15;342
ITS SIMPLY CONVENIENT;154;2;10;1;252
Piece of home in the East Village;101;2;134;2;0
Shared flat in Bushwick Bright  close to train;94;1;60;1;31
Beautiful Parkview Home in Flushing NYC;146;2;400;1;255
Lofty Living Private Room;94;1;124;1;111
Lovely Clinton Hill Home Away From Home;62;1;75;2;0
Sunny Duplex Oasis 2 BathRoofWilliamsburg Loft;94;2;106;2;0
Sunny Garden Apt in Historic Park Slope Brownstone;85;2;190;4;155
Cozy spacious rooms with natural sunlight;51;1;80;5;340
Fully renovated beautifully furnished two bedroom;90;1;199;1;0
Spacious 1 BR1 Bath in Ridgewood;169;2;60;7;0
Private Room in Sunny Beautiful Kosher Apartment;71;1;50;2;31
Oriental Room in Upper Manhattan near Central Park;106;1;78;3;189
Spacious Bohemian Duplex 1BR E Wburg Yard Roof;94;1;79;1;0
Private room in a privately own 3 story brownstone;51;1;75;4;0
Seaport Water Front Private Studio;102;1;205;2;308
convenient location 1 min walk to bus station;154;1;50;7;0
Studio Apartment in UWS;125;2;99;1;0
Cozy LightFilled Room in Brooklyn;66;1;44;3;0
Ultra Lux Central Park Columbus Circle 2 bedroom;125;2;615;5;282
Luxurious Spacious Loft in Williamsburg;94;2;260;2;330
SPACIOUS MANHATTAN TOWNHOUSE 2BR Apt Sleeps 6;106;2;275;3;96
Shared room at Lincoln Center;125;3;75;30;0
Cozy One Bedroom in a Private HouseSafe  Quite;178;1;45;2;242
Charming Bedroom;36;1;42;4;147
Adorable Cozy room with lots of light;31;1;43;2;59
Lovely 2 bdr apartment Williamsburg w private yard;94;2;200;2;8
Sunny Upper East Side Studio;124;2;79;4;128
Amazing room w private bathroom in hip Bushwick;59;1;70;10;44
CENTRAL PARK WEST BRIGHT AND SPACIOUS;125;1;139;31;83
Cosy place in the West Village;127;1;100;4;0
Amazing 2bdrm apartment in Greenpoint with garden;79;2;137;4;0
Dreamy sunfilled South Harlem 1 bed;114;1;175;5;0
Sunny Bedroom in Prospect Park South;73;1;40;2;0
Rare DesignerDecorated Loft in Prime Williamsburg;94;2;300;4;94
Skylight Suite on Park Block;85;2;180;2;289
Beautiful in Brooklyn  Perfect for Groups;59;2;180;2;308
Stunning And Stylishly Furnished Apt In Bushwick;59;2;149;1;284
Cozy private room in a twobedroom apartment;51;1;58;1;0
Spacious sunny stylish FAMILY 3bed 2bath apt;73;2;125;20;4
Peaceful sunny flat with backyard;94;2;235;1;228
Cozy 2 Bed 1 Bath Amazing Location With Balcony;124;2;206;31;327
Gone with the Wind;175;2;199;5;57
Cozy bedroom in Bed stuy;51;1;40;28;197
Spacious One bedroom in Hip Bushwick Brooklyn;169;2;120;3;0
Cozy room in Bayside Queens;131;1;38;1;346
Great room across the street from the High bridge;17;1;100;2;344
Beautiful Brooklyn Brownstone;51;2;100;6;0
Charming Greenwich Village Oasis;127;2;175;4;0
Brownstone Parlor in Crown Heights;66;2;171;3;267
Room in Bright and Spacious East Village Apartment;101;1;169;4;220
Cozy Quaint and Quiet Private Room;51;1;60;2;77
URBAN DWELLING;107;1;94;2;0
Large 1 Bedroom in South Brooklyn;90;2;88;4;0
Charming safe beautifully furnished;18;1;65;4;365
Greenwich Village 1 Bedroom;105;2;134;7;0
NYC East village luxury apt featured in Timeout;101;2;419;3;0
Cozy and GREAT Stay in the West Village heart ;105;1;90;5;137
Sunny  Spacious 1BR wPorch WD Huge Kitchen;94;2;140;3;0
Upper West Side  Huge 1 Bdrm in a Luxury Bldg;125;2;198;2;0
Private room in Astoria  close to Manhattan;140;1;78;2;166
LORIMER L TRAIN 5 minutes to the city;94;1;65;1;272
Midtown East Apt;115;1;65;2;0
The Bridge Complex;33;2;199;2;286
Private large room in prime Manhattan location;111;1;99;2;0
Large room in sunny Prime Williamsburg pad;94;1;70;1;0
Private Room and Backyard in Modern Apartment;51;1;75;2;0
Central Park View 5th Avenue;113;2;350;3;352
Airy One Bedroom Apartment in Prime Crown Heights;66;1;75;1;0
Central Park north spacious residence;106;2;199;3;280
Beautiful Private Bedroom by Prospect Park;87;1;30;30;0
Clean and Comfortable Room at Central Park North;106;1;70;3;0
Artist Apartment Fort Greene  Clinton Hill;62;2;120;1;0
Comfy  Cozy Space in the Upper West Side;125;3;65;3;138
Spacious and stylish Soho 1Bedroom;119;2;295;2;0
Excellent one bedroom apt for Bklyn Half runners;86;2;135;3;0
Room in Hells Kitchen Duplex Apartment;107;1;67;7;0
Affordable and Cozy Room;31;1;40;2;44
Bohemian Duplex 1BR Pvt BA Lounge E Williamsburg;94;1;70;2;0
Sunny bedroom off Prospect Park;87;1;60;3;21
WELCOME TO BROOKLYN PARK SIDE VIEW STUDIO APT;51;2;109;1;20
Large cute and cozy onebed apartment;108;2;50;4;0
Spacious 1 bedroom Best water pressure in NYC;129;2;99;2;0
Beautiful Luxury Studio Heart of Theater District;107;3;105;1;0
Refreshing Room in the Heart of Bed Stuy Brooklyn;51;1;45;2;0
Affordable Cozy Skylit Room in Renovated House;51;1;70;1;197
Modern Williamsburg Studio;94;2;150;5;0
Amazing Apt in the heart of Williamsburg;94;2;190;30;1
ENTIRE HOME UPPER EAST SIDE NYC;124;2;150;2;338
Private room in beautiful home in Crown Heights;66;1;70;2;0
SUPER CLEAN;62;2;349;2;361
Sunny  Quiet  Entire 1 bedroom Apartment;94;2;79;2;0
Luxury Apartment  Tranquil Sunny Bedroom;51;1;70;3;0
Private bedroom in 2 bed 2 bath UWS;125;1;150;6;0
LUXURY 1BR ON EAST 44THDOORMANLAUNDRY;113;2;232;30;364
Brooklyn home;59;1;47;4;0
Air Mattress in a Private Room in BedStuy;51;1;45;1;0
Entire Immaculate 1Bedroom CHELSEA APARTMENT;97;2;200;2;0
HOUSE WITH 2 ENTRANCES 15min TO MANHATTAN;147;2;278;2;0
Spacious and sunny 2bedroom apt in Park Slope;85;2;195;12;0
HELLO BROOKLYN PARK SIDE VIEW NEWLY RENO APT;51;2;109;1;21
Large Room in Brooklyn Townhouse Great Location;75;1;65;8;0
Great place for one or two;126;1;80;1;311
Spacious Private Bedroom in Hip Bushwick;59;1;65;25;0
Clean quite and near a lot of transportation;106;1;100;1;365
CHARMING CHELSEA BROWNSTONE STUDIO NEAR HIGHLINE;97;2;180;3;14
2BR luxury apt in Midtown East;113;2;299;4;0
Cozy room across the street from the high bridge;17;1;80;2;338
Cozy Two Bedrooms Home Away From Home  Getaway;71;2;105;2;320
Spacious Private 1BR aptcommon area in UESHarlem;100;3;350;3;83
Lovely bedroom in Bushwick;59;1;45;1;0
3 BDR APT AND ROOFTOP ONE TRAIN STOP TO MANHATAN;94;2;315;2;262
Sunny Prime Williamsburg Location with Backyard;94;1;79;4;0
Large Luxury Condominium In the Heart of Manhattan;107;2;90;7;242
2 bedrooms in luxury duplex;94;1;215;2;341
EASY RIDE TO MANHATTAN FROM THIS COMFY ROOMC;66;1;59;15;333
Quiet one bedroom in LES Great location;111;2;200;2;6
Luxury Master Suite  Sunlit Private floor  bath;87;1;90;3;197
The Locals House  Best Location Nicest Home;170;2;545;1;224
Cozy Studio with private entrance;60;1;33;2;0
Great  apartment  W48 street ;107;2;125;30;339
Cozy 1BR Home in Upper Manhattan w Amenities;108;2;100;1;0
Apartment w 2 bedrooms in the heart of E Village;101;1;275;2;0
Huge sunny bedroom in Bushwick brooklyn;59;1;45;1;0
Sunny 1BR Near Train GreenpointWilliamsburg;79;2;199;6;0
Two Whole Floors On the Brooklyn Waterfront;64;2;150;4;6
Great Studio  Midtown West 48th street;107;2;125;30;342
Hudge room Bushwick;94;1;55;5;0
Comfy Entire Studio Apartment Near Central Park;124;2;168;1;287
Studio in Midtown West  W48th  Street ;107;2;125;30;344
One big sunny cozy room with a king and a twin bed;71;1;150;2;83
Spacious bedroom in Brooklyn  Great for couples;80;1;48;1;343
Gorgeous Cozy Getaway In Harlem 1 Block From Train;106;1;85;14;125
Brooklyn Williamsburg   Room w Private Bathroom;94;1;80;1;0
Cozy bedroom in historical home;214;1;43;1;89
Manhattan sofa bed private room no deposit;106;1;60;5;267
Beautiful Brooklyn Bedroom;73;1;60;3;0
2BR2BATH LuxurySweeping Skylines;69;2;179;2;14
Gardenlevel apartment in historic Cobble Hill;63;2;156;31;0
Huge Sunny Apartment for Backpackers  Park Slope;85;2;153;2;0
Cozy Room in Gramercy;109;1;76;1;0
Private bedroom Queenbed on suite bath and closet;100;1;2000;6;219
Huge private bedroom;106;1;55;90;365
Lovely Room in Brooklyn;77;1;145;1;282
Sunny bedroom cozy townhouse in Buschwick;59;1;75;2;3
Private One Bedroom;114;1;65;4;0
2b2b apt in a luxury building;94;2;199;4;65
Awesome loft with Amazing views;51;2;150;4;0
Audreys Escape;58;1;60;6;90
Spacious Private Room by the East River;100;1;70;3;0
Beautiful bedroom in Quiet House;146;1;36;2;31
Downtown Triplex Spacey East Village Entire Apt;101;2;210;3;0
Cozy room in charming home;36;1;40;4;171
Comfortable space in Brooklyn;66;1;140;1;0
Welcoming home in the  of NYC;121;1;120;1;5
Private Bathroom  Communal Cat in Large Sunny Apt;94;1;95;3;56
1 BEDROOM apartment in Brooklyn;51;2;90;3;1
Modern Townhouse for Photo Film   Daytime Events;125;2;2900;1;180
Local West Village Manhattan Apartment;127;2;199;4;35
UPPER EAST SIDE PRIVATE ROOM;100;1;70;1;0
Sunny 2BR Prime Williamsburg with backyard;94;2;169;5;0
Private Sunny Room in Bushwick;59;1;30;1;0
Spacious one bedroom appartement  Williamsburg;94;2;140;3;218
Spacious apartment in the Lower east side;111;2;110;3;34
Ms Dee Comfort Zone;154;1;30;1;90
Sunny  cozy 1BR in the heart of Fort Greene;75;2;130;5;2
Cozy Studio Apartment with Spacious Backyard;72;2;99;2;356
NYC Central Park West Prime Spot;125;2;200;4;68
Unique Upper East Side apartment with backyard;124;2;170;1;0
Spacious bedroom in colorful apartment;80;1;110;1;0
Bushwick Studio with Private Porch;59;2;100;1;0
Charming Bohemian East Village Apartment;101;2;133;3;0
Quiet Private Room in Scenic NYC Neighborhood;126;1;75;2;0
Charming Carroll Gardens Brooklyn Apartment;61;2;125;2;275
Brooklyn Dream Home  Private Patio;57;2;325;2;39
Huge room in a clean brownstone in Brooklyn;51;1;50;2;4
Fantastic Sunny peaceful room in Riverdale;28;1;50;365;363
Beautiful Studio Apartment on the E70th St;124;2;120;1;9
Cozy private room in Morningside Heights;114;1;50;1;0
Quaint 1 Bedroom in Historic Home;175;2;100;30;213
Cute spacious room in Crown Heights;66;1;45;3;0
Familyfriendly Bright Studio in Our Brooklyn Home;71;2;94;2;66
Clean Comfy Private Room in Heart of Williamsburg;94;1;60;5;0
Adorable room in Astoria  20 mins to Manhattan;129;1;63;2;338
PRIME WILLIAMSBURG Spacious 4BR Bohemian Oasis;94;2;175;3;11
Sunny  cozzy room in beautiful apartment;66;1;26;7;59
A Chic Harlem stay;106;1;45;30;67
Upper East Side 1 bedroom near Central park;124;2;123;3;4
Beautiful Dupl Brooklyn Apartment w a Big Terrace;51;2;185;3;0
Cozy Contemporary Couch by Central Park;114;1;55;3;18
East Village Studio Apartment;101;2;133;7;0
Contemporary Room Close to Columbia  Central Park;106;1;75;2;1
Modern Brooklyn brownstone in prime location;86;2;450;3;0
Crown Heights Air BnbSublet;66;1;40;1;0
Large 1 Bedroom in AstoriaLong Island City;129;1;90;3;334
BEST LOCATION ONLY 5 MIN TO MANHATAN;94;1;400;1;77
Cozy 1 Bedroom with Queen bed;129;1;62;3;154
Union Square Private Sunny Dream Home;104;2;287;1;324
Red Flower;106;2;200;1;84
A Home Base in Brooklyn;94;1;58;1;79
Williamsburg Sanctuary;94;2;325;3;33
Beautiful One bedroom in Midtown Manhattan;115;2;222;30;180
Luxury Studio Apartment in Downtown Brooklyn;69;2;130;5;0
Spacious sunny room in Upper West Side Manhattan;125;1;70;7;0
Spacious Bedroom in Duplex;59;1;44;2;0
Private Room in the Heart of Brooklyn;77;1;85;1;0
Comfy Wall Street Apartment;102;1;85;1;0
Private Bedroom in Artists Apartment;82;1;52;2;0
Private Room and Bath in the Lower East Side;101;1;60;1;0
Renovated Modern Home Ideal for a FAMILY;95;2;275;3;0
Spacious Private Room  Newly Renovated Harlem Apt;106;1;75;2;0
Loft Studio in Clinton HillBedStuy Brooklyn;51;2;125;1;0
Carroll Gardens Brooklyn Sunny and Modern Triplex;77;2;475;7;72
Cozy sleeping nook in the heart of Brooklyn;66;1;50;7;0
PRIVATE QUIET Clean NY APT 3mins to JFK Airport;154;2;80;1;305
Easy trip to Manhattan  Large Private Garden;51;2;200;3;250
Bushwick Chefs house;59;1;70;1;331
Private room in HarlemSublet or short term stay;106;1;52;7;0
Beautiful apt wterrace Bushwick 1block frm train;59;2;150;2;0
BedStuy Artists Retreat;51;1;63;3;0
Entire Apt  2 BR1 BA  beautiful block from LM;59;2;100;7;0
Med sized bdrm in Historical house on Staten Isl;214;1;50;1;73
Huge Private Room in New York 10minute to Midtown;161;1;69;1;0
Sunny Art  Plant Brownstone Apartment;51;2;116;2;0
Private Room with Skyline View Near LGA airport;142;1;44;1;47
Spacious yet Cozy Room in Manhattan;126;1;60;3;0
Midtown West;107;1;180;1;0
Charming East Village One Bedroom;101;2;95;3;0
Private Room in beautiful UWS  Great Location;125;1;70;7;0
Lux apt;109;2;275;3;0
Modern Sunny Midtown Gem;113;2;195;3;0
Large Place bushwick with furniture;59;1;45;7;0
Private Room  Entrance Two Blocks from Times Sq;107;1;135;3;25
1 bedroom apartment in Morningside Heights;114;2;145;7;0
Penthouse studio  Manhathan;102;2;160;2;0
Spacious  Charming Apartment in Bedstuy;51;2;98;2;0
Private artsy room steps from Prospect Park;87;1;80;1;0
Spacious studio in midtown Manhattan;115;2;150;30;180
PEACE AND TRANQUILITY;2;1;60;1;0
Amazing duplex with garden;94;1;430;6;0
Cozy Studio in the Heart of the East Village;101;2;128;1;0
A quite fullsize bed living room at upper west;125;3;55;2;0
Modest Room in a Quiet Brooklyn Home;71;1;60;1;342
Large bright friendly bedroom apartment;52;1;89;1;364
Chill Private 1BR Close to ACBD23;106;1;60;2;170
Private sunfilled 1bedroom apt with own backyard;59;2;145;3;0
Sunny Brooklyn Studio 25 min to central Manhattan;51;2;97;4;0
Spacious 2bed private rm close StBarnabasHospital;40;1;45;2;324
Private Spacious Bedroom in Upper Manhattan;106;1;50;7;0
PRIME LOCATIONSUNLIT ROOM;110;1;110;1;71
Spacious and sunny room in Williamsburg;94;1;65;7;0
